Id,Employer,Jobtitle,Startdate,Enddate,Salary,Location,Experience,Specialization,description,no
354,NNPC-NAPIMS,NYSC CORPS MEMBER,Dec-2011,Nov-2012,29300,NULL,1,Oil &amp; Gas,"-REVIEW DRILLING REPORT & WELL COMPLETION PROPOSALS
-REVIEW WORK PROGRAM UPDATE
-REVIEW TECHNICAL EVALUATION REPORT
-REVIEW DRILLING COST 
-MAILS & CORRESPONDENCE
-REPORT TO THE MANAGER IN-LINE WITH APPLICATION WORD,EXCEL,POWER POINT AND GRAPHICS THE COMPANY POLICY",4992
355,"NIGERIAN NAVY ICT CENTRE,NNS QUORRA,NAVAL BASE,APAPA,LAGOS",COMPUTER INSTRUCTOR/ HARDWARE/SOFTWARE MAINTENANCE,Feb-2004,-2012,45000,NULL,8,Finance,,4338
356,"EMEL HOSPITALS LTD ,FESTAC TOWN LAGOS",STAFF NURSE,May-2009,Dec-2011,53500,NULL,2,Medical,,5998
357,modern business machine nigeria limited,account officer,Sep-2011,Jun-2012,NULL,NULL,1,Finance,take care of all account receivables,399
358,WORLD HEALTH ORGANISATION,MONITORING,Nov-2010,Feb-2011,13,NULL,1,Medical,"MONITORING HEALTH WORKERS DURING HOUSE-TO-HOUSE IMUNISATION OF CHILDREN AGAINST POLIO/CHICKEN POX, etc.",1499
359,PAN AFRICAN AIRLINCS NIGERIA LTD,FUEL SUPERVISOR,Jul-2003,-,3000000,NULL,-2003,Finance,FUEL HANDLING,3300
361,PAN AFRICAN AIRLINES NIGERIA LTD,FUEL SUPERVISOR,Jul-2003,-2012,3000000,NULL,9,Oil &amp; Gas,FUEL SUPERVISOR,3300
362,C& N Abuson United Telecom.,PA to the MD,Apr-2009,Dec-2011,100,NULL,2,Management,"general oversee of company's activities,Acting on MD's capacity when necessary,etc.",3689
363,"EPE LOCAL GOVERNMENT, LAGOS STATE",      SUPERVISOR ,Aug-2009,Feb-2010,NULL,NULL,1,Site Engineering,"
Supervising local engineers at community development sites under Epe Local Government Projects.

Inspection  of equipment.

Valuation of work in progress.
",2525
364,nature plus(a health maintenance organisation),business development officer,Feb-2012,Apr-2012,50000,NULL,0,Finance,,2249
365,ojoade and sons enterprises Gabon,manager/sale executive,Jan-2010,Nov-2011,60000,NULL,1,Finance,,2249
367,GEE 1 EXCLUSIVE,SECRETARY,Jan-2012,-,600000,NULL,-2012,Advertising,"•Adminstrative Assistance
•Monitoring and coordinating field workers activities and ensuring Efficiency in the Enumeration Project.
•Assist LASAA in recruitment and selection processes in relation to the Enumeration Exercise.
•Downloading Necessary information and post to LASSA hardware 
",1264
369,POST BANK UGANDA,BANKING OFFICER,Aug-2006,Sep-2007,500000,NULL,1,Banking,"Responsible for receiving cash and cheque deposits from clients
•Counted cash and examined cheques
•Provided help to customers with questions of fund availability and other issued concerning the bank.
•Provided education to customers about bank products
•Responsible for providing teller transaction efficiency and quality to customers
",4084
371,UGANDA REVENUE AUTHORITY,REVENUE OFFICER,Sep-2007,-,1320000,NULL,-2007,Finance,"•Checking the declared entries and making sure all the necessary documents are attached.
•Ensuring that the right tax computations are done before assessing the entries in Asycuda ++.
•Assess risk levels of all passengers, cargo and mail entering or leaving Uganda
•Collect tariffs and duty on small parcels especially perishables.
•Monitor security in customs-controlled areas like bonded warehouses
•Carried out reconciliation of entries visa vie the taxes paid upon receiving audit queries from the auditor general’s office
•Write reports to my supervisor daily about the work done.",4084
372,Unic Insurance Plc,Business Development and Relationship Management,Mar-2008,May-2012,3000000,NULL,4,Marketing,"•	Business Development and Relationship Management.
•	Manage relationships with existing clients, develop and continually enhance relationships with institutional and corporate organizations, as well as professional associations to retain loyalty, ensure customer satisfaction at all times and maintain visibility and high market share for the company.
•	Create new business opportunities through individual creativity and innovation, as well as convert leads into new business for the company.
•	Direct the channel distribution unit to meet revenue performance goals/targets while ensuring a positive client experience.
•	Manage the marketing budget to enable development of life and non life insurance specific campaigns, promotions and collateral to drive revenue and meet corporate objectives.
•	keeping an update with market and industry trends as well as competitor strategies
•	To identify, engage and develop a pool of brokerage clients that will serve as strategic partners to the Business development and relationship management.",2255
373,Skye bank plc,Customer service,Aug-2011,-,NULL,NULL,-2011,IT-Hardware,,3751
374,Asky Airlines/Satguru Travels,Technical officer,Aug-2010,Jun-2011,NULL,NULL,1,IT-Hardware,,3751
375,"Board of Internal Revenue,",Tax Assessor,-2009,-2010,180000,NULL,1,Finance,"•Computation of  basic salary and allowances
•Computation of  taxable income
•Computation of  tax liability
•Carding of  tax information
•Writing and issuance of receipts
",459
2401,Jumia.Com,Facility Manager,Mar-2013,Present,NULL,Lagos,1,Engineering,"Ensuring that all facilities are working and are in good condition,also bringing in processes to make the work environment more conducive for memebers of staff.",1717
2402,Airtel Nigeria,IT support Engineer,Aug-2013,Oct-2013,NULL,Abeokuta,0,Telecoms,"Managing of the floor call center.
Installation of Avaya Software and other softwares on all computers.
To Troubleshoot Basic Network Issues.
",2298
2403,Roseville Schools,Network Administrator,Nov-2012,Aug-2013,NULL,Alagbado Lagos,1,Finance,"Configuration of the school network in the computer room.
To troubleshoot the Network in case of any errors.
To Organize Seminal for teacher  
",2298
377,"  Interdistribution Company Nigeria Limited, LOCATION:	1 station road, opposite Governme",ASSISTANT NETWORK ENGINEER,Mar-2007,Dec-2008,NULL,null,1,Food,"•	Kept Systems Virus free with updated Antivirus software.
•	Troubleshooting and resolving issues raised by Microsoft Business Solution (NAVISION) users.
•	Installing, Upgrading Software and first level support with the Network Administrator on Hardware and software in the regional offices
•	Install, Setup and configure computer systems, diagnose computer Hardware/software, electrical faults and solve technical problems over the Phone, face to face or in the field.
•	Manage, monitor and maintain all Network gears consisting of NetModem, Cisco Firewalls, Cisco Routers and Cisco switches, Servers, printers, computers, scanners, projectors etc.
•	Advice on the performance and effectiveness of all IT Vendors and Sub-contractors.
•	Help in the renewal and upgrades of all software that are used on company’s Networks.
•	Provide first/second level supports for all Company’s business Applications and network infrastructure.
•	Logging all calls/issues reported to IT department/Helpdesk and Monitoring to ensure swift resolution of issues.
•	Assists the Network Engineer on regular network performance monitoring and analysis on all the regional servers and Computer networks.
•	LANs setup, TCP/IP configuration,  Router and switch configurations
",1350
380,"MUSHIN COMMUNITY SENIOR HIGH SCHOOL, IDI-ARABA",CHEMISTRY AND PHYSICS TEACHER FOR SSS2 AND SSS3,Aug-2011,Jun-2012,240000,NULL,1,Education,"I TEACH PHYSICS AND CHEMISTRY TO SSS2 AND SSS3 STUDENTS OF THE SECONDARY SCHOOL MENTIONED ABOVE. I PREPARE THE STUDENTS FOR THEIR WAEC, NECO AND JAMB EXAMINATIONS IN ORDER TO GAIN ADMISSION INTO TERTIARY INSTITUTIONS OF LEARNING",1226
379,MODERN HOME ALUMINIUM COMPANY LIMITED,INDUSTRIAL ATTACHMENT,Mar-2008,Sep-2008,15000,NULL,0,Production,PRODUCTION OF ALUMINIUM ROOFING SHEETS FROM THE COIL WHICH IS THE RAW MATERIAL AND INSTALLATION OF THE ALUMINIUM ROOFING SHEETS DONE BY LABOURERS,1226
