State,Country,DOB,Sex,MaritalStatus,RegDate,advertmeans,yr_exp,no,Experience,Specialization,Courselevel
Lagos State,Nigeria,28,Male,NULL,2013-07-04 00:00:00,,0,3202,1,Architecture,B.Tech
Enugu,Nigeria,30,Male,NULL,2013-07-04 00:00:00,,0,1876,0,NGO,LLB
Akwa Ibom State,Nigeria,27,Male,NULL,2013-07-04 00:00:00,,0,1732,1,Engineering,B.Eng
Imo State,Nigeria,27,Female,NULL,2013-07-04 00:00:00,,0,5481,0,Engineering,Bsc
Abia State,Nigeria,33,Female,NULL,2013-07-04 00:00:00,,0,3382,0,Education,Bsc
Anambra State,Nigeria,30,Female,NULL,2013-07-04 00:00:00,,0,3033,0,Finance,Bsc
kaduna,Nigeria,32,Female,NULL,2013-07-04 00:00:00,,0,1120,4,Medical,HND
Rivers State,Nigeria,30,Male,NULL,2013-07-04 00:00:00,,0,4702,0,Finance,Bsc
Anambra State,Nigeria,29,Female,NULL,2013-07-04 00:00:00,,0,5953,0,Finance,HND
Imo State,Nigeria,34,Female,NULL,2013-07-04 00:00:00,,0,711,0,Finance,HND
Rivers State,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,3130,0,Finance,HND
Lagos State,Nigeria,32,Male,NULL,2013-07-04 00:00:00,,0,1754,1,Finance,Bsc
Rivers State,Nigeria,30,Female,NULL,2013-07-04 00:00:00,,0,4931,0,Finance,Bsc
Rivers State,Nigeria,32,Male,NULL,2013-07-04 00:00:00,,0,1170,0,Finance,Bsc
Delta State,Nigeria,25,Male,NULL,2013-07-04 00:00:00,,0,3111,0,Finance,Bsc
Delta State,Nigeria,32,Female,NULL,2013-07-04 00:00:00,,0,5062,0,Finance,Bsc
Kwara State,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,876,0,Finance,HND
Lagos State,Nigeria,33,Female,NULL,2013-07-04 00:00:00,,0,2202,0,Education,Bsc
Cross River,Nigeria,29,Female,NULL,2013-07-04 00:00:00,,0,2923,0,Finance,Bsc
Abia State,Nigeria,32,Female,NULL,2013-07-04 00:00:00,,0,2295,1,Media,HND
Delta State,Nigeria,33,Male,NULL,2013-07-04 00:00:00,,0,5201,0,Finance,BA
Abuja,Nigeria,33,Male,NULL,2013-07-04 00:00:00,,0,815,0,Finance,BA
kaduna,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,6136,0,Finance,HND
Imo State,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,4174,0,Finance,HND
Cross River,Nigeria,32,Female,NULL,2013-07-04 00:00:00,,0,4960,0,Finance,Bsc
Oyo,Nigeria,31,Female,NULL,2013-07-04 00:00:00,,0,3213,0,Finance,Bsc
Enugu,Nigeria,32,Male,NULL,2013-07-04 00:00:00,,0,3187,0,Finance,Bsc
Lagos State,Nigeria,28,Female,NULL,2013-07-04 00:00:00,,0,4636,0,Finance,Bsc
Rivers State,Nigeria,29,Female,NULL,2013-07-04 00:00:00,,0,3890,0,Media,HND
Ekiti,Nigeria,32,Male,NULL,2013-07-04 00:00:00,,0,4608,1,Engineering,HND
Delta State,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,437,0,Finance,Bsc
Abuja,Nigeria,31,Male,NULL,2013-07-04 00:00:00,,0,4276,0,Finance,HND
Lagos State,Nigeria,34,Male,NULL,2013-07-04 00:00:00,,0,1467,1,NGO,BA
Rivers State,Nigeria,31,Female,NULL,2013-07-04 00:00:00,,0,2232,0,Finance,HND
Delta State,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,5294,0,NGO,Bsc
Rivers state,Nigeria,33,Female,NULL,2013-07-05 00:00:00,,0,2209,0,Finance,BA
Delta State,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,199,0,Finance,Bsc
Cross River,Nigeria,29,Male,NULL,2013-07-05 00:00:00,,0,2815,1,Engineering,Bsc
Rivers State,Nigeria,31,Male,Single,2013-07-05 00:00:00,,0,1704,2,Oil &amp; Gas,B.Tech
Rivers State,Nigeria,28,Female,NULL,2013-07-05 00:00:00,,0,2918,0,Medical,Bsc
Enugu,Nigeria,28,Male,NULL,2013-07-05 00:00:00,,0,3138,0,Engineering,B.Eng
Delta State,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,250,0,Finance,Bsc
Ebonyi,Nigeria,34,Male,NULL,2013-07-05 00:00:00,,0,5133,0,Engineering,HND
Rivers State,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,2243,0,Finance,HND
Rivers State,Nigeria,29,Female,NULL,2013-07-05 00:00:00,,0,4830,0,Finance,Bsc
Rivers State,Nigeria,31,Male,NULL,2013-07-05 00:00:00,,0,5643,1,Finance,HND
Imo State,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,3385,0,Finance,Bsc
Delta State,Nigeria,28,Male,NULL,2013-07-05 00:00:00,,0,4504,0,Finance,Bsc
Delta State,Nigeria,31,Male,NULL,2013-07-05 00:00:00,,0,1149,0,Finance,Bsc
Cross River State,Nigeria,29,Female,NULL,2013-07-05 00:00:00,,0,5342,0,Finance,Bsc
Rivers State,Nigeria,33,Male,NULL,2013-07-05 00:00:00,,0,1851,0,IT-Software,Bsc
Anambra State,Nigeria,33,Male,NULL,2013-07-05 00:00:00,,0,871,0,IT-Software,Bsc
Rivers State,Nigeria,27,Male,NULL,2013-07-05 00:00:00,,0,1295,0,Finance,Bsc
Enugu State,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,271,0,Finance,Bsc
Delta State,Nigeria,31,Male,NULL,2013-07-05 00:00:00,,0,3133,0,Finance,Bsc
Enugu State,Nigeria,28,Female,NULL,2013-07-05 00:00:00,,0,5429,0,Finance,Bsc
Enugu State,Nigeria,34,Female,NULL,2013-07-05 00:00:00,,0,1238,0,Finance,HND
Kaduna,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,2482,1,Finance,B.Eng
Rivers State,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,3840,0,Finance,B.Eng
Rivers State,Nigeria,34,Male,NULL,2013-07-05 00:00:00,,0,3995,1,Finance,Bsc
port- Harcourt,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,5945,2,Architecture,HND
Delta State,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,3816,2,Engineering,Bsc
Rivers State,Nigeria,28,Male,NULL,2013-07-05 00:00:00,,0,1774,0,Engineering,Bsc
Rivers State,Nigeria,31,Male,NULL,2013-07-05 00:00:00,,0,587,1,Engineering,HND
Rivers State,Nigeria,30,Male,NULL,2013-07-05 00:00:00,,0,4413,1,Maritime,Bsc
Borno State,Nigeria,29,Male,NULL,2013-07-05 00:00:00,,0,5689,0,Finance,Bsc
River State,Nigeria,28,Female,NULL,2013-07-05 00:00:00,,0,2297,1,Finance,Bsc
Rivers,Nigeria,32,Male,NULL,2013-07-05 00:00:00,,0,3708,0,Finance,Bsc
lagos,Nigeria,31,Male,NULL,2013-07-06 00:00:00,,0,5030,0,Finance,Bsc
Rivers state ,Nigeria,32,Male,NULL,2013-07-07 00:00:00,,0,4391,4,Food,Bsc
Oyo State,Nigeria,30,Male,NULL,2013-07-07 00:00:00,,0,474,0,Food,Bsc
Abuja,Nigeria,30,Male,NULL,2013-07-07 00:00:00,,0,3952,0,Finance,Bsc
Abia State,Nigeria,30,Male,NULL,2013-07-07 00:00:00,,0,1543,0,Finance,HND
Rivers state,Nigeria,29,Female,NULL,2013-07-07 00:00:00,,0,1675,0,Finance,Bsc
Rivers state,Nigeria,32,Male,NULL,2013-07-07 00:00:00,,0,4639,0,Finance,HND
Rivers state,Nigeria,29,Female,NULL,2013-07-07 00:00:00,,0,3038,0,Finance,B.Eng
Delta State,Nigeria,28,Male,NULL,2013-07-07 00:00:00,,0,2169,0,Finance,B.Tech
Enugu State,Nigeria,28,Female,NULL,2013-07-07 00:00:00,,0,5441,0,Finance,B.Eng
Delta State,Nigeria,33,Male,NULL,2013-07-07 00:00:00,,0,4539,1,Finance,BA
Akwa Ibom state,Nigeria,34,Male,NULL,2013-07-07 00:00:00,,0,4642,0,Finance,HND
kaduna State,Nigeria,28,Male,NULL,2013-07-07 00:00:00,,0,5962,0,Finance,Bsc
Cross River State,Nigeria,32,Male,NULL,2013-07-07 00:00:00,,0,3856,0,Finance,B.Eng
Abia State,Nigeria,32,Male,NULL,2013-07-07 00:00:00,,0,2662,0,Finance,HND
Abia State,Nigeria,33,Female,NULL,2013-07-07 00:00:00,,0,5880,0,Finance,Bsc
Delta State,Nigeria,27,Female,NULL,2013-07-07 00:00:00,,0,3477,0,Finance,BA
Lagos,Nigeria,30,Male,NULL,2013-07-07 00:00:00,,0,1453,0,Finance,BA
Plateau,Nigeria,33,Male,NULL,2013-07-08 00:00:00,,0,2647,0,Finance,B.Eng
Oyo,Nigeria,28,Female,NULL,2013-07-08 00:00:00,,0,3097,0,Finance,B.Tech
Imo State,Nigeria,28,Male,Single,2013-07-08 00:00:00,,0,395,0,Finance,Bsc
Edo,Nigeria,26,Female,NULL,2013-07-08 00:00:00,,0,4353,0,Finance,Bsc
Niger State,Nigeria,29,Male,NULL,2013-07-08 00:00:00,,0,1273,0,Finance,HND
Plateau State,Nigeria,28,Male,NULL,2013-07-08 00:00:00,,0,4561,0,Finance,Bsc
Ogun State,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,3413,3,Advertising,Bsc
Edo State,Nigeria,29,Male,NULL,2013-07-08 00:00:00,,0,2162,0,Finance,Bsc
Abia state,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,3455,0,Finance,Bsc
Abia state,Nigeria,34,Male,NULL,2013-07-08 00:00:00,,0,1058,0,Finance,B.Eng
Lagos,NG,32,Male,NULL,2013-07-08 00:00:00,,3,5230,2,IT-Software,HND
Delta State,Nigeria,34,Male,NULL,2013-07-08 00:00:00,,0,5243,0,Finance,HND
Rivers State,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,2717,0,Finance,HND
Enugu State,Nigeria,31,Female,NULL,2013-07-08 00:00:00,,0,1330,0,Finance,Bsc
Anambra,Nigeria,36,Female,NULL,2013-07-08 00:00:00,,0,2440,0,Finance,Bsc
Abia state,Nigeria,30,Female,NULL,2013-07-08 00:00:00,,0,4007,2,Finance,Bsc
Rivers State,Nigeria,34,Male,NULL,2013-07-08 00:00:00,,0,4975,1,NGO,B.Tech
Plateau State,Nigeria,34,Male,NULL,2013-07-08 00:00:00,,0,5699,0,Medical,HND
Kaduna,Nigeria,33,Male,NULL,2013-07-08 00:00:00,,0,4029,0,Finance,HND
Ogun State,Nigeria,31,Male,NULL,2013-07-08 00:00:00,,0,6164,0,Finance,HND
Rivers State,Nigeria,31,Female,NULL,2013-07-08 00:00:00,,0,3370,0,Finance,HND
Enugu State,Nigeria,31,Male,NULL,2013-07-08 00:00:00,,0,3043,2,Engineering,Bsc
Cross River,Nigeria,30,Female,NULL,2013-07-08 00:00:00,,0,1442,0,Finance,Bsc
Edo State,Nigeria,31,Male,NULL,2013-07-08 00:00:00,,0,5697,0,Finance,Bsc
Akwa Ibom,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,2997,0,Finance,B.Tech
Lagos,Nigeria,33,Male,NULL,2013-07-08 00:00:00,,0,2539,0,Finance,HND
Rivers State,Nigeria,29,Male,NULL,2013-07-08 00:00:00,,0,4145,0,Finance,HND
Imo State,Nigeria,27,Male,NULL,2013-07-08 00:00:00,,0,5031,0,Finance,Bsc
Imo State,Nigeria,27,Male,NULL,2013-07-08 00:00:00,,0,3604,0,Finance,Bsc
Abia state,Nigeria,30,Male,NULL,2013-07-08 00:00:00,,0,2759,0,Finance,Bsc
Rivers State,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,1789,0,Oil &amp; Gas,Bsc
Delta State,Nigeria,30,Male,NULL,2013-07-08 00:00:00,,0,2334,0,Finance,Bsc
Akwa Ibom,Nigeria,29,Male,NULL,2013-07-08 00:00:00,,0,1047,-2008,Finance,Bsc
Edo State,Nigeria,29,Female,NULL,2013-07-08 00:00:00,,0,1060,0,Finance,Bsc
Rivers State,Nigeria,26,Female,NULL,2013-07-08 00:00:00,,0,2909,0,Finance,Bsc
Rivers State,Nigeria,31,Female,NULL,2013-07-08 00:00:00,,0,1978,0,Finance,HND
Abia state,Nigeria,33,Female,NULL,2013-07-08 00:00:00,,0,1251,1,IT-Software,HND
Lagos,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,1934,2,IT-Software,Bsc
Edo State,Nigeria,32,Male,NULL,2013-07-08 00:00:00,,0,707,0,Finance,Bsc
Enugu State,Nigeria,33,Male,NULL,2013-07-08 00:00:00,,0,1235,0,Finance,B.Eng
Oyo State,Nigeria,30,Male,NULL,2013-07-08 00:00:00,,0,3207,0,Finance,HND
Edo State,Nigeria,28,Female,NULL,2013-07-08 00:00:00,,0,2643,0,Finance,Bsc
Edo State,Nigeria,31,Male,NULL,2013-07-08 00:00:00,,0,3716,0,Finance,Bsc
Rivers State,Nigeria,36,Male,NULL,2013-07-08 00:00:00,,0,2962,0,Finance,Bsc
Edo State,Nigeria,30,Male,NULL,2013-07-08 00:00:00,,0,1288,0,Finance,BA
Enugu State,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,1418,0,Finance,Bsc
Imo State,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,4930,0,Finance,HND
Rivers State,Nigeria,32,Male,NULL,2013-07-09 00:00:00,,0,1337,0,Finance,HND
Lagos,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,3345,0,Finance,Bsc
Ebonyi State,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,4296,0,Finance,Bsc
Edo State,Nigeria,31,Female,NULL,2013-07-09 00:00:00,,0,4904,0,Finance,Bsc
Kano,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,262,0,Finance,Bsc
Cross River,Nigeria,34,Male,NULL,2013-07-09 00:00:00,,0,2214,0,Finance,BA
Rivers State,Nigeria,30,Male,NULL,2013-07-09 00:00:00,,0,2409,1,Architecture,HND
Gombe State,Nigeria,28,Male,NULL,2013-07-09 00:00:00,,0,3381,2,Engineering,Bsc
Rivers State,Nigeria,29,Male,NULL,2013-07-09 00:00:00,,0,4783,0,Finance,HND
Anambra,Nigeria,30,Female,NULL,2013-07-09 00:00:00,,0,1033,0,Finance,Bsc
Anambra,Nigeria,33,Male,NULL,2013-07-09 00:00:00,,0,4013,0,Finance,Bsc
Rivers State,Nigeria,32,Male,NULL,2013-07-10 00:00:00,,0,3341,0,Finance,Bsc
Edo State,Nigeria,30,Male,NULL,2013-07-10 00:00:00,,0,1145,0,Finance,Bsc
Imo State,Nigeria,32,Male,NULL,2013-07-10 00:00:00,,0,3972,0,Finance,HND
Enugu,Nigeria,29,Male,NULL,2013-07-10 00:00:00,,0,895,0,Finance,Bsc
Abia State,Nigeria,29,Male,NULL,2013-07-10 00:00:00,,0,813,0,Finance,Bsc
Rivers State,Nigeria,33,Female,NULL,2013-07-10 00:00:00,,0,5534,0,Finance,HND
NULL,NULL,,NULL,NULL,2013-07-10 00:00:00,,0,5606,0,NULL,HND
Lagos,Nigeria,33,Male,Single,2013-07-10 00:00:00,,0,507,2,Banking,HND
Lagos,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,2314,0,Finance,Bsc
Delta State,Nigeria,31,Female,NULL,2013-07-10 00:00:00,,0,2138,0,Finance,Bsc
Ondo State,Nigeria,32,Male,NULL,2013-07-10 00:00:00,,0,1549,1,Engineering,Bsc
Rivers State,Nigeria,34,Male,NULL,2013-07-10 00:00:00,,0,3055,0,Finance,HND
Edo State,Nigeria,30,Male,NULL,2013-07-10 00:00:00,,0,3496,0,Finance,Bsc
Imo State,Nigeria,28,Female,NULL,2013-07-10 00:00:00,,0,5097,0,Finance,Bsc
Edo State,Nigeria,30,Male,NULL,2013-07-10 00:00:00,,0,1368,0,Finance,Bsc
Lagos State,Nigeria,26,Male,NULL,2013-07-10 00:00:00,,0,5330,0,Finance,Bsc
Oyo - State,Nigeria,30,Male,NULL,2013-07-10 00:00:00,,0,5738,0,Finance,HND
Abia State,Nigeria,32,Male,NULL,2013-07-10 00:00:00,,0,5225,0,Finance,HND
Oyo - State,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,2000,1,Finance,HND
Rivers State,Nigeria,29,Male,NULL,2013-07-10 00:00:00,,0,2177,0,Finance,Bsc
Rivers State,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,4617,0,Finance,HND
Enugu,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,5967,0,Finance,HND
Anambra State,Nigeria,29,Male,NULL,2013-07-10 00:00:00,,0,6184,0,Engineering,B.Tech
Osun,Nigeria,28,Female,NULL,2013-07-10 00:00:00,,0,5022,0,Finance,B.Tech
Lagos State,Nigeria,29,Male,NULL,2013-07-10 00:00:00,,0,3907,0,Finance,B.Eng
Ondo State,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,5902,0,Finance,HND
Akwa Ibom,Nigeria,31,Male,NULL,2013-07-10 00:00:00,,0,2122,0,Finance,HND
delta,Nigeria,31,Female,NULL,2013-07-10 00:00:00,,0,3582,0,Finance,HND
Delta State,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,5611,1,Secreatry,HND
Oyo State,Nigeria,31,Male,NULL,2013-07-11 00:00:00,,0,314,0,Finance,Bsc
Oyo State,Nigeria,32,Male,NULL,2013-07-11 00:00:00,,0,1328,0,Finance,Bsc
Abia state,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,3592,1,Medical,Bsc
Rivers State,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,3205,0,Finance,B.Eng
Lagos,Nigeria,35,Male,NULL,2013-07-11 00:00:00,,0,5727,0,Finance,HND
Akwa Ibom,Nigeria,32,Male,NULL,2013-07-11 00:00:00,,0,3950,0,Finance,B.Eng
Delta State,Nigeria,25,Female,NULL,2013-07-11 00:00:00,,0,5013,0,Finance,Bsc
Lagos,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,567,0,Finance,HND
Abia state,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,5147,0,Finance,Bsc
Delta State,Nigeria,32,Male,NULL,2013-07-11 00:00:00,,0,4755,6,Consulting,HND
Delta State,Nigeria,27,Female,NULL,2013-07-11 00:00:00,,0,5750,0,Finance,Bsc
Rivers State,Nigeria,34,Male,NULL,2013-07-11 00:00:00,,0,4415,0,Finance,HND
Lagos,Nigeria,27,Female,NULL,2013-07-11 00:00:00,,0,5222,0,Finance,Bsc
Rivers State,Nigeria,31,Female,NULL,2013-07-11 00:00:00,,0,3778,0,Finance,Bsc
Imo State,Nigeria,28,Male,NULL,2013-07-11 00:00:00,,0,2187,0,Finance,Bsc
Cross River,Nigeria,32,Male,NULL,2013-07-11 00:00:00,,0,4838,0,Finance,B.Tech
Oyo State,Nigeria,31,Female,NULL,2013-07-11 00:00:00,,0,1004,0,Finance,Bsc
Edo State,Nigeria,33,Male,NULL,2013-07-11 00:00:00,,0,1477,0,Finance,HND
Delta State,Nigeria,33,Male,NULL,2013-07-11 00:00:00,,0,561,3,IT-Software,HND
Delta State,Nigeria,31,Male,NULL,2013-07-11 00:00:00,,0,5652,0,IT-Project,HND
Oyo State,Nigeria,30,Male,NULL,2013-07-11 00:00:00,,0,1390,0,Finance,HND
Ondo State,Nigeria,30,Male,NULL,2013-07-12 00:00:00,,0,839,0,Finance,HND
Rivers State,Nigeria,30,Male,NULL,2013-07-12 00:00:00,,0,1988,0,Finance,Bsc
Enugu,Nigeria,32,Male,NULL,2013-07-12 00:00:00,,0,5445,0,Finance,Bsc
Delta State,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,1991,0,Finance,Bsc
Benue State,Nigeria,28,Female,NULL,2013-07-12 00:00:00,,0,1228,0,Finance,Bsc
Rivers State,Nigeria,32,Male,NULL,2013-07-12 00:00:00,,0,1013,0,Finance,HND
Rivers State,Nigeria,33,Male,NULL,2013-07-12 00:00:00,,0,4368,1,IT-Software,Bsc
Abuja,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,5386,0,Finance,Bsc
Lagos,Nigeria,33,Female,NULL,2013-07-12 00:00:00,,0,3614,0,Finance,HND
Enugu,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,2245,0,Medical,Bsc
Niger State,Nigeria,33,Female,NULL,2013-07-12 00:00:00,,0,4266,1,Food,HND
Lagos,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,1036,1,Finance,HND
Ondo State,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,3169,1,Real Estate,HND
Oyo State,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,3559,0,Finance,HND
Enugu,Nigeria,33,Male,NULL,2013-07-12 00:00:00,,0,4093,0,Finance,B.Eng
Nassarawa,Nigeria,27,Female,NULL,2013-07-12 00:00:00,,0,5426,0,Finance,HND
Plateau,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,1487,0,Finance,HND
Osun State,Nigeria,28,Female,NULL,2013-07-12 00:00:00,,0,2572,0,Finance,B.Tech
Lagos,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,5930,0,Finance,HND
Lagos,Nigeria,27,Female,NULL,2013-07-12 00:00:00,,0,5824,0,Finance,B.Tech
Imo State,Nigeria,30,Male,NULL,2013-07-12 00:00:00,,0,2772,0,Finance,Bsc
Imo State,Nigeria,28,Female,NULL,2013-07-12 00:00:00,,0,1240,0,Finance,B.Eng
Oyo State,Nigeria,35,Male,NULL,2013-07-12 00:00:00,,0,1324,0,Finance,HND
Abuja,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,2537,0,Finance,Bsc
Lagos,Nigeria,28,Male,NULL,2013-07-12 00:00:00,,0,3676,0,Finance,HND
Ebonyi State,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,2752,0,Finance,HND
Rivers State,Nigeria,30,Male,NULL,2013-07-12 00:00:00,,0,3731,0,Finance,Bsc
Rivers State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,5448,0,Finance,B.Eng
Abia State,Nigeria,32,Male,NULL,2013-07-12 00:00:00,,0,2854,0,Finance,Bsc
Lagos State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,2448,0,Finance,Bsc
Bayelsa State,Nigeria,33,Male,NULL,2013-07-12 00:00:00,,0,1776,0,Finance,Bsc
Bayelsa State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,1277,0,Finance,Bsc
Enugu,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,430,0,Finance,Bsc
Rivers State,Nigeria,34,Male,NULL,2013-07-12 00:00:00,,0,1593,0,Finance,HND
Anambra,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,3427,0,Finance,HND
Rivers State,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,5634,0,Finance,Bsc
Rivers State,Nigeria,29,Female,NULL,2013-07-12 00:00:00,,0,875,0,Finance,HND
Rivers State,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,4376,0,Finance,Bsc
Cross River,Nigeria,29,Female,NULL,2013-07-12 00:00:00,,0,2117,0,Finance,Bsc
Akwa Ibom,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,1534,0,Finance,B.Tech
Akwa Ibom,Nigeria,34,Female,NULL,2013-07-12 00:00:00,,0,4962,0,Finance,Bsc
Abuja,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,5537,0,Finance,B.Eng
Osun State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,5639,0,Finance,Bsc
Osun State,Nigeria,28,Female,NULL,2013-07-12 00:00:00,,0,352,0,Finance,B.Tech
Imo State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,653,0,Finance,BA
Rivers State,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,3049,0,Finance,Bsc
Oyo State,Nigeria,27,Female,NULL,2013-07-12 00:00:00,,0,3925,0,Finance,BA
Cross River,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,731,0,Finance,Bsc
Abuja,Nigeria,28,Male,NULL,2013-07-12 00:00:00,,0,1426,0,Finance,BA
Rivers State,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,4602,0,Finance,Bsc
Anambra State,Nigeria,29,Female,NULL,2013-07-12 00:00:00,,0,2953,0,Finance,Bsc
Lagos State,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,2292,0,Finance,Bsc
kaduna,Nigeria,28,Female,NULL,2013-07-12 00:00:00,,0,1481,0,Finance,Bsc
Enugu,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,6190,0,Finance,HND
Oyo - State,Nigeria,32,Female,NULL,2013-07-12 00:00:00,,0,1657,0,Finance,B.Tech
Enugu State,Nigeria,29,Female,NULL,2013-07-12 00:00:00,,0,1344,0,Finance,HND
Osun State,Nigeria,33,Female,NULL,2013-07-12 00:00:00,,0,3329,0,Finance,HND
Oyo - State,Nigeria,33,Female,NULL,2013-07-12 00:00:00,,0,5920,0,Finance,HND
Enugu State,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,5836,0,Finance,B.Eng
Rivers State,Nigeria,31,Female,NULL,2013-07-12 00:00:00,,0,2273,0,Finance,Bsc
Abia State,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,5536,0,Finance,HND
Kogi State,Nigeria,31,Male,NULL,2013-07-12 00:00:00,,0,781,0,Finance,BA
Cross River State,Nigeria,29,Male,NULL,2013-07-12 00:00:00,,0,1945,0,Finance,B.Eng
Kwara State,Nigeria,34,Female,NULL,2013-07-12 00:00:00,,0,1242,0,Finance,B.Pharm
Abia State,Nigeria,30,Female,NULL,2013-07-12 00:00:00,,0,6199,0,Finance,HND
Rivers,Nigeria,33,Male,NULL,2013-07-13 00:00:00,,0,238,0,Production,HND
Lagos,Nigeria,42,Male,NULL,2013-07-13 00:00:00,,0,528,0,Production,HND
Rivers,Nigeria,36,Male,NULL,2013-07-14 00:00:00,,0,4500,3,Engineering,HND
Rivers State,Nigeria,34,Male,NULL,2013-07-14 00:00:00,,0,1201,1,Education,B.Eng
Abuja,Nigeria,42,Male,NULL,2013-07-15 00:00:00,,0,1751,0,Education,B.Eng
Plateau,Nigeria,34,Female,NULL,2013-07-15 00:00:00,,0,3903,0,Finance,Bsc
Anambra,Nigeria,31,Male,NULL,2013-07-15 00:00:00,,0,4202,0,Finance,HND
Rivers State,Nigeria,32,Male,NULL,2013-07-15 00:00:00,,0,4262,0,Finance,Bsc
Lagos,Nigeria,29,Female,NULL,2013-07-15 00:00:00,,0,4836,0,Finance,Bsc
Rivers State,Nigeria,33,Male,NULL,2013-07-15 00:00:00,,0,5420,0,Finance,Bsc
Adamawa,Nigeria,31,Male,NULL,2013-07-15 00:00:00,,0,4785,0,Finance,Bsc
Enugu,Nigeria,29,Male,NULL,2013-07-15 00:00:00,,0,5529,0,Finance,Bsc
Rivers State,Nigeria,29,Female,NULL,2013-07-15 00:00:00,,0,5210,0,Finance,Bsc
Imo State,Nigeria,27,Female,NULL,2013-07-15 00:00:00,,0,1468,0,Banking,Bsc
Rivers State,Nigeria,27,Female,NULL,2013-07-15 00:00:00,,0,5564,0,Banking,Bsc
Lagos,Nigeria,32,Male,NULL,2013-07-15 00:00:00,,0,3312,0,Finance,Bsc
Abuja,Nigeria,33,Male,NULL,2013-07-15 00:00:00,,0,4786,0,Finance,HND
Rivers State,Nigeria,33,Male,NULL,2013-07-15 00:00:00,,0,2782,0,Finance,Bsc
Abuja,Nigeria,33,Male,NULL,2013-07-15 00:00:00,,0,2733,8,Education,Bsc
